"ONDERWIJSSECTOR","JAAR","SCHOOLTYPE","RPA_GEBIEDCODE","RANDSTAD","CATEGORIE_SCHOOLOMVANG","CATEGORIE_BESTUUROMVANG","AANTAL_LEERLINGEN","OMVANG_FORMATIE_TOTAAL","OMVANG_FORMATIE_MANAGER","OMVANG_FORMATIE_OP","OMVANG_FORMATIE_LIO","OMVANG_FORMATIE_OOP_OBP","OMVANG_FORMATIE_ONBEKEND","LEERLING_LERAAR_RATIO","OMVANG_FORMATIE_OP_LA","OMVANG_FORMATIE_OP_LB","OMVANG_FORMATIE_OP_LC","OMVANG_FORMATIE_OP_LD","OMVANG_FORMATIE_OP_LE","OMVANG_FORMATIE_OP_OVERIG","AANDEEL_FORMATIE_OP_LA","AANDEEL_FORMATIE_OP_LB","AANDEEL_FORMATIE_OP_LC","AANDEEL_FORMATIE_OP_LD","AANDEEL_FORMATIE_OP_LE","AANDEEL_FORMATIE_OP_OVERIG","STREEFPERCENTAGE_FORMATIE_OP_LA","STREEFPERCENTAGE_FORMATIE_OP_LB","STREEFPERCENTAGE_FORMATIE_OP_LC","STREEFPERCENTAGE_FORMATIE_OP_LD","STREEFPERCENTAGE_FORMATIE_OP_LE","STREEFPERCENTAGE_FORMATIE_OP_OVERIG"
1,2006," ",36,,,,51329,4599.9,346.7,3331.4,11,910.9,0,15.4,3271.4,56.9,2,0,0,1.1,98.2,1.7,0.1,0,0,0,,,,,,
1,2007," ",36,,,,48293,4275,328.2,3183.9,9.2,753.6,0,15.2,3127.1,53.9,2,0,0,1,98.2,1.7,0.1,0,0,0,,,,,,
1,2008," ",36,,,,50900,4434.8,338.5,3319.6,12.1,764.5,0,15.3,3262.4,55.2,2,0,0,0,98.3,1.7,0.1,0,0,0,,,,,,
1,2009," ",36,,,,50849,4476.7,339.9,3400.3,15.7,720.7,0,15,3333.3,65,2,0,0,0,98,1.9,0.1,0,0,0,,,,,,
1,2010," ",36,,,,50698,4409.3,328.2,3358.3,9.4,713.5,0,15.1,3092.6,263.8,1.8,0,0,0,92.1,7.9,0.1,0,0,0,,,,,,
1,2011," ",36,,,,50479,4293.5,319.9,3264.4,6.9,702.3,0,15.5,2766.4,496,2,0,0,0,84.7,15.2,0.1,0,0,0,,,,,,
1,2012," ",36,,,,50520,4128.8,303.4,3183.4,2.9,639.1,0,15.9,2559,615.5,8.8,0,0,0,80.4,19.3,0.3,0,0,0,,,,,,
1,2013," ",36,,,,50572,4069.9,296.9,3202.3,5.4,565.4,0,15.8,2464.1,727.2,10.9,0,0,0,76.9,22.7,0.3,0,0,0,,,,,,
1,2014," ",36,,,,50856,4015.1,289.2,3189.7,4.4,531.9,0,15.9,2365.7,815.1,8.9,0,0,0,74.2,25.6,0.3,0,0,0,58,40,2,0,0,0
1,2015," ",36,,,,50924,3878.4,272.1,3096.7,6.3,503.2,0,16.4,2205.3,881.7,9.7,0,0,0,71.2,28.5,0.3,0,0,0,,,,,,
1,2016," ",36,,,,51500,3845.2,279.9,3060.3,3,502,0,16.8,2175.3,875.6,9.5,0,0,0,71.1,28.6,0.3,0,0,0,,,,,,
1,2017," ",36,,,,51634,3793.4,262.6,3031.7,2.5,496.6,0,17,2121.6,891,19.1,0,0,0,70,29.4,0.6,0,0,0,,,,,,
1,2006," ",37,,,,39907,3391.6,264.7,2566.9,5.5,554.5,0,15.5,2528.3,35.5,1.4,0,0,1.6,98.5,1.4,0.1,0,0,0.1,,,,,,
1,2007," ",37,,,,30615,2529.6,188.8,1951.7,0,389.1,0,15.7,1933.6,15.1,1.4,0,0,1.6,99.1,0.8,0.1,0,0,0.1,,,,,,
1,2008," ",37,,,,40938,3399.4,243.8,2566.2,0,589.4,0,16,2520.6,40.5,3.4,0,0,1.8,98.2,1.6,0.1,0,0,0.1,,,,,,
1,2009," ",37,,,,43161,3531.6,251,2722,0.3,558.3,0,15.9,2649,68.6,2.4,0,0,2,97.3,2.5,0.1,0,0,0.1,,,,,,
1,2010," ",37,,,,43916,3598.9,265.8,2744.6,1.2,587.2,0,16,2524.4,215.9,2.4,0,0,2,92,7.9,0.1,0,0,0.1,,,,,,
1,2011," ",37,,,,44296,3540.1,261.9,2708.8,0,569.4,0,16.4,2321.2,380.6,4.9,0,0,2,85.7,14.1,0.2,0,0,0.1,,,,,,
1,2012," ",37,,,,44618,3512.5,255.1,2699.3,0.5,557.5,0,16.5,2198.8,492.8,6.2,0,0,1.6,81.5,18.3,0.2,0,0,0.1,,,,,,
1,2013," ",37,,,,44850,3595,252.7,2791.6,1.1,549.6,0,16.1,2152.2,621.6,16.1,0,0,1.6,77.1,22.3,0.6,0,0,0.1,,,,,,
1,2014," ",37,,,,45106,3677.6,253.6,2839.1,3,582,0,15.9,2088.5,732.9,15,0,0,2.6,73.6,25.8,0.5,0,0,0.1,58,40,2,0,0,0
1,2015," ",37,,,,46083,3581.9,238.6,2772,2.8,568.5,0,16.6,1968.7,781.3,21.4,0,0,0.6,71,28.2,0.8,0,0,0,,,,,,
1,2016," ",37,,,,46307,3557.5,235.4,2771.1,0.9,550.1,0,16.7,1946.7,800.8,23.6,0,0,0,70.2,28.9,0.9,0,0,0,,,,,,
1,2017," ",37,,,,44789,3349.5,222,2606.6,1.1,519.8,0,17.2,1793.8,801.1,10.7,0,0,1,68.8,30.7,0.4,0,0,0,,,,,,
1,2006," ",38,,,,22601,1633.8,128.7,1361.7,1.2,142.2,0,16.6,1349.7,11.9,0,0,0,0,99.1,0.9,0,0,0,0,,,,,,
1,2007," ",38,,,,23663,1702.9,134.3,1413.2,0.5,154.9,0,16.7,1400.1,13,0,0,0,0,99.1,0.9,0,0,0,0,,,,,,
1,2008," ",38,,,,24556,1762.3,136.5,1450.3,1.8,173.7,0,16.9,1436.2,14.1,0,0,0,0,99,1,0,0,0,0,,,,,,
1,2009," ",38,,,,25477,1841.7,133.5,1526.1,0.5,181.7,0,16.7,1505.4,17.8,2.9,0,0,0,98.6,1.2,0.2,0,0,0,,,,,,
1,2010," ",38,,,,26245,1899.2,132.3,1552.7,0.6,213.6,0,16.9,1386.8,164.1,1,0,0,0.8,89.3,10.6,0.1,0,0,0,,,,,,
1,2011," ",38,,,,26881,1922,134.1,1570.8,0.4,216.6,0,17.1,1285.1,280.7,5.1,0,0,0,81.8,17.9,0.3,0,0,0,,,,,,
1,2012," ",38,,,,27666,1960.4,139,1611.7,0,209.7,0,17.2,1255.1,351.6,5.1,0,0,0,77.9,21.8,0.3,0,0,0,,,,,,
1,2013," ",38,,,,28283,1877.4,130.4,1546.9,0,199.2,1,18.3,1156,386.5,4.4,0,0,0,74.7,25,0.3,0,0,0,,,,,,
1,2014," ",38,,,,28966,1939.6,127.8,1596.4,0,210.5,5,18.1,1154.8,436.1,4.4,0,0,1,72.3,27.3,0.3,0,0,0.1,58,40,2,0,0,0
1,2015," ",38,,,,29308,1943.4,125.1,1601.6,0.5,207.2,9,18.3,1113.6,482.7,5.2,0,0,0,69.5,30.1,0.3,0,0,0,,,,,,
1,2016," ",38,,,,29674,1961.8,119.9,1619.5,0.8,215.6,6,18.3,1123.8,490.4,5.2,0,0,0,69.4,30.3,0.3,0,0,0,,,,,,
1,2017," ",38,,,,29816,1994,122.4,1634.4,0.4,230.7,6,18.2,1103.5,525,5.9,0,0,0,67.5,32.1,0.4,0,0,0,,,,,,
1,2006," ",39,,,,21492,1406.3,106.3,1095.8,21.8,182.4,0,19.6,1088.2,6.6,1,0,0,0,99.3,0.6,0.1,0,0,0,,,,,,
1,2007," ",39,,,,21666,1430.9,101.2,1127.4,23.7,178.6,0,19.2,1119.1,8.2,0,0,0,0,99.3,0.7,0,0,0,0,,,,,,
1,2008," ",39,,,,21596,1449.2,107.9,1117.7,20.8,202.9,0,19.3,1105,12.6,0,0,0,0,98.9,1.1,0,0,0,0,,,,,,
1,2009," ",39,,,,21441,1470.2,115.6,1148.6,17.2,188.8,0,18.7,1126.6,21.9,0,0,0,0,98.1,1.9,0,0,0,0,,,,,,
1,2010," ",39,,,,21174,1437.5,118.4,1129.5,17.2,172.3,0,18.7,1035.7,93.7,0.1,0,0,0,91.7,8.3,0,0,0,0,,,,,,
1,2011," ",39,,,,21125,1328.6,109.2,1060,9.8,149.6,0,19.9,925,135,0,0,0,0,87.3,12.7,0,0,0,0,,,,,,
1,2012," ",39,,,,20980,1313.3,100,1040.6,12.7,160,0,20.2,855.7,184.9,0,0,0,0,82.2,17.8,0,0,0,0,,,,,,
1,2013," ",39,,,,20668,1256.4,96.4,1027.6,10.3,122.1,0,20.1,825.6,202.1,0,0,0,0,80.3,19.7,0,0,0,0,,,,,,
1,2014," ",39,,,,20371,1241.3,88.9,1025.8,11.1,115.6,0,19.9,790.3,235.4,0,0,0,0,77.1,22.9,0,0,0,0,58,40,2,0,0,0
1,2015," ",39,,,,20067,1253.2,92.2,1026.6,8.6,125.8,0,19.5,782.1,242.9,1.6,0,0,0,76.2,23.7,0.2,0,0,0,,,,,,
1,2016," ",39,,,,20025,1265.9,93.9,1027.6,10.5,133.9,0,19.5,763.1,260.9,3.2,0,0,0.4,74.3,25.4,0.3,0,0,0,,,,,,
1,2017," ",39,,,,20036,1229.5,90.2,988.9,16.7,133.8,0,20.3,699.5,284.4,4.5,0,0,0.4,70.7,28.8,0.5,0,0,0,,,,,,
2,2006," ",,,,,107079,25448.6,1431.9,15301,15.8,8699.9,0,7,17.6,14951.4,309.5,0,0,22.5,0.1,97.7,2,0,0,0.1,,,,,,
2,2007," ",,,,,106764,25764.6,1386.4,15467.1,19.9,8891.3,0,6.9,25.6,15107,316.8,0,0,17.7,0.2,97.7,2,0,0,0.1,,,,,,
2,2008," ",,,,,109995,27222.3,1451.5,16270.4,10.5,9488.9,1,6.8,73,15893.2,288.2,0,0,16,0.4,97.7,1.8,0,0,0.1,,,,,,
2,2009," ",,,,,111007,28094.3,1481.7,16779.7,13.1,9818.9,0.9,6.6,78,16321,358.4,0,0,22.3,0.5,97.3,2.1,0,0,0.1,,,,,,
2,2010," ",,,,,110136,27628.3,1468.3,16355,6,9798.8,0.2,6.7,69.2,15695.4,565.9,0,0,24.4,0.4,96,3.5,0,0,0.1,,,,,,
2,2011," ",,,,,110500,26450.7,1425.2,15642.7,5.1,9331.4,46.4,7.1,35.4,14577.9,1017.3,0,0,12.1,0.2,93.2,6.5,0,0,0.1,,,,,,
2,2012," ",,,,,108825,25256.5,1317.8,15042.7,15.6,8880.2,0.2,7.2,41.4,13731.5,1256.7,0,0,13.1,0.3,91.3,8.4,0,0,0.1,,,,,,
2,2013," ",,,,,107539,25130.5,1306.6,15024.6,15.2,8783.1,1,7.2,35.2,13487.7,1488.1,0,0,13.7,0.2,89.8,9.9,0,0,0.1,,,,,,
2,2014," ",,,,,107836,24893,1254.5,14837.3,7.6,8790.9,2.6,7.3,39.7,13102.1,1682.5,0,0,12.9,0.3,88.3,11.3,0,0,0.1,0,86,14,0,0,0
2,2015," ",,,,,101260,23720.8,1187.6,14038.8,5.8,8487.8,0.8,7.2,52.8,12181.1,1791.2,0,0,13.8,0.4,86.8,12.8,0,0,0.1,,,,,,
2,2016," ",,,,,100923,23803.6,1151.3,13960,16.3,8673,3.1,7.2,60.6,12034.5,1846.3,0,0,18.6,0.4,86.2,13.2,0,0,0.1,,,,,,
2,2017," ",,,,,98722,23117,1093.9,13440.8,21.2,8558.1,3.1,7.3,79.2,11559.2,1788.4,0,0,14.1,0.6,86,13.3,0,0,0.1,,,,,,
2,2006," ",,,,1,45007,9404.6,595,5931,9.9,2868.7,0,7.6,12.3,5807.1,103.1,0,0,8.5,0.2,97.9,1.7,0,0,0.1,,,,,,
2,2007," ",,,,1,44362,9489.2,576.2,5985.6,13.1,2914.3,0,7.4,19.4,5842.3,117.2,0,0,6.7,0.3,97.6,2,0,0,0.1,,,,,,
2,2008," ",,,,1,44370,9641,582.1,6032.6,4.9,3020.5,1,7.4,60.9,5857.9,108.3,0,0,5.4,1,97.1,1.8,0,0,0.1,,,,,,
2,2009," ",,,,1,45378,9978.5,598.1,6237.2,9.4,3133.8,0,7.3,59.4,6043.1,127,0,0,7.8,1,96.9,2,0,0,0.1,,,,,,
2,2010," ",,,,1,45564,9783.7,587.6,6050,4.5,3141.4,0.2,7.5,54.9,5779.6,209,0,0,6.5,0.9,95.5,3.5,0,0,0.1,,,,,,
2,2011," ",,,,1,44917,9141.6,567.7,5655.6,3.1,2915.1,0.2,7.9,22,5279.5,348.6,0,0,5.6,0.4,93.4,6.2,0,0,0.1,,,,,,
2,2012," ",,,,1,43073,8637.9,522.9,5285.7,12.3,2816.9,0.2,8.1,24.6,4830.7,423.4,0,0,6.9,0.5,91.4,8,0,0,0.1,,,,,,
2,2013," ",,,,1,42594,8660.6,506.3,5298.7,12.7,2841.9,1,8,30.1,4758.9,502.8,0,0,6.9,0.6,89.8,9.5,0,0,0.1,,,,,,
2,2014," ",,,,1,42957,8598.4,493.2,5261.7,6.6,2835.3,1.6,8.2,29.2,4653.1,572.7,0,0,6.7,0.6,88.4,10.9,0,0,0.1,0,86,14,0,0,0
2,2015," ",,,,1,42397,8688.5,483.5,5315.2,3.6,2885.4,0.8,8,41.7,4609.7,655.1,0,0,8.6,0.8,86.7,12.3,0,0,0.2,,,,,,
2,2016," ",,,,1,42663,8860.2,473.1,5334.8,12,3040.4,0,8,48.7,4604.9,667,0,0,14.1,0.9,86.3,12.5,0,0,0.3,,,,,,
2,2017," ",,,,1,41199,8496,425.8,5120.7,14.7,2932.7,2.1,8,73.3,4394,644.9,0,0,8.5,1.4,85.8,12.6,0,0,0.2,,,,,,
2,2006," ",,,,2,51750,12981.2,687.7,7472.6,5.4,4815.5,0,6.9,4.7,7355.9,103,0,0,8.9,0.1,98.4,1.4,0,0,0.1,,,,,,
2,2007," ",,,,2,51804,13241.4,671.9,7605.7,5,4958.8,0,6.8,5.6,7482.9,109.2,0,0,8,0.1,98.4,1.4,0,0,0.1,,,,,,
2,2008," ",,,,2,55101,14552.5,725.3,8396.2,4.6,5426.3,0,6.6,11.9,8264.5,112.2,0,0,7.6,0.1,98.4,1.3,0,0,0.1,,,,,,
2,2009," ",,,,2,55065,15089.2,748.1,8694.6,3.7,5641.9,0.9,6.3,17.4,8503.4,164.3,0,0,9.5,0.2,97.8,1.9,0,0,0.1,,,,,,
2,2010," ",,,,2,53913,14806.2,739.7,8461.1,1.5,5603.9,0,6.4,13.3,8160.9,273,0,0,13.9,0.2,96.5,3.2,0,0,0.2,,,,,,
2,2011," ",,,,2,55219,14481,702.8,8284.8,2,5446.1,45.2,6.7,13.1,7742.5,525,0,0,4.2,0.2,93.5,6.3,0,0,0.1,,,,,,
2,2012," ",,,,2,55429,13856.5,654.4,8074.5,3.4,5124.2,0,6.9,16.6,7390.1,663.5,0,0,4.2,0.2,91.5,8.2,0,0,0.1,,,,,,
2,2013," ",,,,2,54630,13526.9,651.5,7900.8,2.4,4972.2,0,6.9,5,7112.8,778.2,0,0,4.8,0.1,90,9.8,0,0,0.1,,,,,,
2,2014," ",,,,2,54694,13393.5,608.1,7766,0.9,5017.5,1,7,9.2,6876.6,875.1,0,0,5.2,0.1,88.5,11.3,0,0,0.1,0,86,14,0,0,0
2,2015," ",,,,2,49151,12222.1,544.6,6999.2,0.2,4678,0,7,9.9,6089.6,895.4,0,0,4.2,0.1,87,12.8,0,0,0.1,,,,,,
2,2016," ",,,,2,48860,12063.1,522.9,6875.6,2.8,4661.3,0.5,7.1,8.2,5936.5,927.4,0,0,3.5,0.1,86.3,13.5,0,0,0.1,,,,,,
2,2017," ",,,,2,47915,11623.8,520.4,6522.4,6.4,4573.6,1,7.3,5.3,5634.8,878.6,0,0,3.6,0.1,86.4,13.5,0,0,0.1,,,,,,
2,2006," ",,,,3,10322,3062.8,149.1,1897.4,0.5,1015.8,0,5.4,0.6,1788.4,103.4,0,0,5,0,94.3,5.5,0,0,0.3,,,,,,
2,2007," ",,,,3,10598,3034.1,138.2,1875.9,1.8,1018.1,0,5.6,0.7,1781.8,90.4,0,0,3,0,95,4.8,0,0,0.2,,,,,,
2,2008," ",,,,3,10524,3028.9,144.2,1841.6,1,1042.1,0,5.7,0.1,1770.8,67.7,0,0,3,0,96.2,3.7,0,0,0.2,,,,,,
2,2009," ",,,,3,10564,3026.7,135.6,1847.8,0,1043.3,0,5.7,1.1,1774.6,67.1,0,0,5,0.1,96,3.6,0,0,0.3,,,,,,
2,2010," ",,,,3,10659,3038.4,141,1843.9,0,1053.5,0,5.8,1.1,1755,83.8,0,0,4,0.1,95.2,4.5,0,0,0.2,,,,,,
2,2011," ",,,,3,10364,2828.2,154.7,1702.3,0,970.2,1,6.1,0.3,1555.9,143.7,0,0,2.3,0,91.4,8.4,0,0,0.1,,,,,,
2,2012," ",,,,3,10323,2762.2,140.4,1682.6,0,939.1,0,6.1,0.1,1510.6,169.8,0,0,2,0,89.8,10.1,0,0,0.1,,,,,,
2,2013," ",,,,3,10315,2943,148.7,1825.1,0.1,969,0,5.7,0,1616.1,207,0,0,2,0,88.5,11.3,0,0,0.1,,,,,,
2,2014," ",,,,3,10185,2901.1,153.2,1809.5,0.2,938.1,0,5.6,1.3,1572.5,234.8,0,0,1,0.1,86.9,13,0,0,0.1,0,86,14,0,0,0
2,2015," ",,,,3,9712,2810.2,159.5,1724.4,2,924.4,0,5.6,1.1,1481.7,240.6,0,0,1,0.1,85.9,14,0,0,0.1,,,,,,
2,2016," ",,,,3,9400,2880.4,155.3,1749.6,1.6,971.3,2.6,5.4,3.6,1493.1,251.9,0,0,1,0.2,85.3,14.4,0,0,0.1,,,,,,
2,2017," ",,,,3,9608,2997.2,147.7,1797.7,0,1051.8,0,5.3,0.5,1530.4,264.8,0,0,2,0,85.1,14.7,0,0,0.1,,,,,,
2,2006," ",,,1,,27247,6080.8,429.5,3581,3.4,2066.9,0,7.6,5.3,3531.4,43.7,0,0,0.6,0.1,98.6,1.2,0,0,0,,,,,,
2,2007," ",,,1,,25608,5692,386.7,3373.1,6.3,1926,0,7.6,5.6,3325.6,41.3,0,0,0.6,0.2,98.6,1.2,0,0,0,,,,,,
2,2008," ",,,1,,26539,5939.4,396.6,3501.7,1,2040.1,0,7.6,42.8,3415.8,41,0,0,2.1,1.2,97.5,1.2,0,0,0.1,,,,,,
2,2009," ",,,1,,28047,6493.6,442.3,3814.7,4.3,2232.3,0,7.4,51.8,3702.6,57.7,0,0,2.6,1.4,97.1,1.5,0,0,0.1,,,,,,
2,2010," ",,,1,,27349,6211.5,415.3,3617.6,2.5,2175.9,0.2,7.6,43.3,3473,99.6,0,0,1.7,1.2,96,2.8,0,0,0,,,,,,
2,2011," ",,,1,,28446,6156.1,406.4,3602.9,2.2,2141.9,2.7,7.9,13.2,3368.8,219.2,0,0,1.7,0.4,93.5,6.1,0,0,0,,,,,,
2,2012," ",,,1,,27194,5728.8,365.6,3350,10.8,2002.4,0,8.1,17.4,3067.7,262.4,0,0,2.5,0.5,91.6,7.8,0,0,0.1,,,,,,
2,2013," ",,,1,,27525,5871.8,375.2,3468.4,10,2018.3,0,7.9,23.3,3102.6,341,0,0,1.5,0.7,89.5,9.8,0,0,0,,,,,,
2,2014," ",,,1,,27747,5835.5,349.2,3463.8,5.6,2016,1,8,21.6,3032,408.3,0,0,1.9,0.6,87.5,11.8,0,0,0.1,0,86,14,0,0,0
2,2015," ",,,1,,29884,6238.7,370.3,3707,1.9,2159.5,0,8.1,37.5,3198.7,467.2,0,0,3.6,1,86.3,12.6,0,0,0.1,,,,,,
2,2016," ",,,1,,30026,6317.8,367.6,3742.4,7.7,2200,0,8,33.9,3208.8,491.8,0,0,7.9,0.9,85.7,13.1,0,0,0.2,,,,,,
2,2017," ",,,1,,29989,6162,341.4,3640.5,14.4,2162.6,3.1,8.2,52.5,3118.3,463.4,0,0,6.3,1.4,85.7,12.7,0,0,0.2,,,,,,
2,2006," ",,,2,,32209,7318.6,408.8,4391.2,6.4,2512.2,0,7.3,11,4309.7,65.1,0,0,5.5,0.3,98.1,1.5,0,0,0.1,,,,,,
2,2007," ",,,2,,32389,7683.5,411.6,4585.4,9.8,2676.7,0,7.1,16.1,4487.2,78.7,0,0,3.4,0.4,97.9,1.7,0,0,0.1,,,,,,
2,2008," ",,,2,,32941,8067.5,435.3,4786.9,5.5,2838.8,1,6.9,20.6,4691,74,0,0,1.2,0.4,98,1.5,0,0,0,,,,,,
2,2009," ",,,2,,30423,7556,411.5,4483.6,5.3,2655.6,0,6.8,8.9,4375.2,97.2,0,0,2.3,0.2,97.6,2.2,0,0,0.1,,,,,,
2,2010," ",,,2,,32147,7736.2,420,4547.2,1.5,2767.6,0,7.1,9.5,4368.7,166,0,0,2.8,0.2,96.1,3.7,0,0,0.1,,,,,,
2,2011," ",,,2,,32959,7627.6,410.5,4460.6,1,2754.5,1,7.4,5.6,4135.2,315.6,0,0,4.1,0.1,92.7,7.1,0,0,0.1,,,,,,
2,2012," ",,,2,,32690,7346.7,383.7,4311.4,1.9,2649.6,0,7.6,9.4,3920.5,377.8,0,0,3.7,0.2,90.9,8.8,0,0,0.1,,,,,,
2,2013," ",,,2,,31164,7013.7,354.6,4166.8,2.2,2489.1,1,7.5,9.4,3747.1,405.7,0,0,4.6,0.2,89.9,9.7,0,0,0.1,,,,,,
2,2014," ",,,2,,29763,6688.8,347.7,3895.6,0.5,2444.4,0.6,7.6,11,3446.2,434.4,0,0,4,0.3,88.5,11.2,0,0,0.1,0,86,14,0,0,0
2,2015," ",,,2,,26945,6174,308.4,3574.2,1.7,2288.9,0.8,7.5,12.4,3099,461.8,0,0,1,0.3,86.7,12.9,0,0,0,,,,,,
2,2016," ",,,2,,26989,6166.7,294.2,3509,3.3,2360.3,0,7.7,12.8,3026.9,465.8,0,0,3.5,0.4,86.3,13.3,0,0,0.1,,,,,,
2,2017," ",,,2,,25607,5742.9,267.5,3207.9,1.2,2266.2,0,8,12.3,2757.6,436.7,0,0,1.4,0.4,86,13.6,0,0,0,,,,,,
2,2006," ",,,3,,47623,12049.1,593.5,7328.8,6,4120.8,0,6.5,1.4,7110.4,200.8,0,0,16.3,0,97,2.7,0,0,0.2,,,,,,
2,2007," ",,,3,,48767,12389.2,588.1,7508.6,3.8,4288.6,0,6.5,4,7294.2,196.8,0,0,13.6,0.1,97.1,2.6,0,0,0.2,,,,,,
2,2008," ",,,3,,50515,13215.5,619.6,7981.8,4,4610,0,6.3,9.5,7786.4,173.2,0,0,12.7,0.1,97.6,2.2,0,0,0.2,,,,,,
2,2009," ",,,3,,52537,14044.7,627.9,8481.4,3.5,4931,0.9,6.2,17.3,8243.2,203.5,0,0,17.3,0.2,97.2,2.4,0,0,0.2,,,,,,
2,2010," ",,,3,,50640,13680.6,633,8190.2,2,4855.4,0,6.2,16.4,7853.6,300.3,0,0,19.9,0.2,95.9,3.7,0,0,0.2,,,,,,
2,2011," ",,,3,,49095,12667.1,608.3,7579.2,2,4434.9,42.7,6.5,16.6,7073.9,482.5,0,0,6.2,0.2,93.3,6.4,0,0,0.1,,,,,,
2,2012," ",,,3,,48941,12181,568.5,7381.4,2.9,4228.1,0.2,6.6,14.6,6743.3,616.6,0,0,6.9,0.2,91.4,8.4,0,0,0.1,,,,,,
2,2013," ",,,3,,48850,12245,576.8,7389.5,3,4275.7,0,6.6,2.4,6638,741.4,0,0,7.6,0,89.8,10,0,0,0.1,,,,,,
2,2014," ",,,3,,50326,12368.7,557.6,7477.9,1.5,4330.6,1,6.7,7.1,6624,839.9,0,0,7,0.1,88.6,11.2,0,0,0.1,0,86,14,0,0,0
2,2015," ",,,3,,44431,11308.2,508.9,6757.6,2.2,4039.4,0,6.6,2.9,5883.4,862.2,0,0,9.2,0,87.1,12.8,0,0,0.1,,,,,,
2,2016," ",,,3,,43908,11319.1,489.5,6708.6,5.4,4112.6,3.1,6.5,13.9,5798.8,888.7,0,0,7.2,0.2,86.4,13.2,0,0,0.1,,,,,,
2,2017," ",,,3,,43126,11212.1,484.9,6592.4,5.5,4129.3,0,6.5,14.3,5683.3,888.3,0,0,6.4,0.2,86.2,13.5,0,0,0.1,,,,,,
2,2006," ",1,,,,155,24.5,2.8,16.8,0,5,0,9.3,0,15.8,1,0,0,0,0,94,6,0,0,0,,,,,,
2,2007," ",1,,,,149,23.6,1.8,16.9,0,5,0,8.8,0,15.9,1,0,0,0,0,94.1,5.9,0,0,0,,,,,,
2,2008," ",1,,,,153,24.2,1.8,17.1,0,5.3,0,8.9,0,17.1,0,0,0,0,0,100,0,0,0,0,,,,,,
2,2009," ",1,,,,154,24.6,1.8,17.5,0,5.3,0,8.8,0,17.5,0,0,0,0,0,100,0,0,0,0,,,,,,
2,2010," ",1,,,,147,22.6,1.8,16.4,0,4.5,0,9,0,16.4,0,0,0,0,0,100,0,0,0,0,,,,,,
2,2011," ",1,,,,136,19.6,1.5,14.1,0,4,0,9.6,0,13.2,0.9,0,0,0,0,93.9,6.1,0,0,0,,,,,,
2,2012," ",1,,,,132,16.9,0.5,12.2,0,4.2,0,10.8,0,11.4,0.9,0,0,0,0,92.9,7.1,0,0,0,,,,,,
2,2013," ",1,,,,109,19.8,1.1,14.5,0,4.2,0,7.5,0,13.7,0.9,0,0,0,0,94.1,5.9,0,0,0,,,,,,
2,2014," ",1,,,,104,17,1.5,11.4,0,4,0,9.1,0,10.6,0.9,0,0,0,0,92.4,7.6,0,0,0,0,86,14,0,0,0
2,2015," ",1,,,,94,13.6,1.5,8.3,0,3.8,0,11.3,0,7.4,0.9,0,0,0,0,89.6,10.4,0,0,0,,,,,,
2,2016," ",1,,,,97,12.4,1.5,6.5,0,4.4,0,14.9,0,5.6,0.9,0,0,0,0,86.5,13.5,0,0,0,,,,,,
2,2017," ",1,,,,104,16.1,1.2,10.2,0,4.7,0,10.2,0,9.4,0.9,0,0,0,0,91.5,8.5,0,0,0,,,,,,
2,2006," ",2,,,,812,161.3,9.9,98.1,0,53.3,0,8.3,0,98,0,0,0,0.1,0,99.9,0,0,0,0.1,,,,,,
2,2007," ",2,,,,806,160.9,9.9,96.4,0,54.6,0,8.4,0,96.3,0,0,0,0.1,0,99.8,0,0,0,0.2,,,,,,
2,2008," ",2,,,,862,166.5,7.1,101.8,0,57.7,0,8.5,0,101.8,0,0,0,0,0,100,0,0,0,0,,,,,,
2,2009," ",2,,,,844,176.6,8,108,0,60.6,0,7.8,1.6,106.4,0,0,0,0,1.5,98.5,0,0,0,0,,,,,,
2,2010," ",2,,,,837,168.2,9,101.7,0,57.6,0,8.2,0.6,98.3,2.9,0,0,0,0.6,96.6,2.8,0,0,0,,,,,,
2,2011," ",2,,,,822,164.7,8,103.3,0,53.3,0,8,0.6,96.2,6.6,0,0,0,0.6,93.1,6.4,0,0,0,,,,,,
2,2012," ",2,,,,780,150,8,91.6,0,50.4,0,8.5,0.6,81.6,9.4,0,0,0,0.6,89.1,10.3,0,0,0,,,,,,
2,2013," ",2,,,,791,164,8.2,97.8,0,58,0,8.1,1.1,81.3,15.4,0,0,0,1.2,83.1,15.7,0,0,0,,,,,,
2,2014," ",2,,,,798,140.7,7.9,86.1,0,46.7,0,9.3,1.4,70.3,14.4,0,0,0,1.7,81.6,16.7,0,0,0,0,86,14,0,0,0
2,2015," ",2,,,,750,135.7,7.9,78.5,0,49.3,0,9.6,1,63,14.5,0,0,0,1.3,80.2,18.5,0,0,0,,,,,,
2,2016," ",2,,,,742,142.1,7.9,81,0,53.1,0,9.2,0,66.9,14.1,0,0,0,0,82.6,17.4,0,0,0,,,,,,
2,2017," ",2,,,,750,137.5,6.4,79.8,0,51.3,0,9.4,0.2,66.9,12.7,0,0,0,0.2,83.8,16,0,0,0,,,,,,
2,2006," ",3,,,,3146,760,32.3,476.8,0,250.8,0,6.6,0,469.5,6.6,0,0,0.7,0,98.5,1.4,0,0,0.2,,,,,,
