"ONDERWIJSSECTOR","JAAR","SCHOOLTYPE","RPA_GEBIEDCODE","RANDSTAD","CATEGORIE_SCHOOLOMVANG","CATEGORIE_BESTUUROMVANG","AANTAL_LEERLINGEN","OMVANG_FORMATIE_TOTAAL","OMVANG_FORMATIE_MANAGER","OMVANG_FORMATIE_OP","OMVANG_FORMATIE_LIO","OMVANG_FORMATIE_OOP_OBP","OMVANG_FORMATIE_ONBEKEND","LEERLING_LERAAR_RATIO","OMVANG_FORMATIE_OP_LA","OMVANG_FORMATIE_OP_LB","OMVANG_FORMATIE_OP_LC","OMVANG_FORMATIE_OP_LD","OMVANG_FORMATIE_OP_LE","OMVANG_FORMATIE_OP_OVERIG","AANDEEL_FORMATIE_OP_LA","AANDEEL_FORMATIE_OP_LB","AANDEEL_FORMATIE_OP_LC","AANDEEL_FORMATIE_OP_LD","AANDEEL_FORMATIE_OP_LE","AANDEEL_FORMATIE_OP_OVERIG","STREEFPERCENTAGE_FORMATIE_OP_LA","STREEFPERCENTAGE_FORMATIE_OP_LB","STREEFPERCENTAGE_FORMATIE_OP_LC","STREEFPERCENTAGE_FORMATIE_OP_LD","STREEFPERCENTAGE_FORMATIE_OP_LE","STREEFPERCENTAGE_FORMATIE_OP_OVERIG"
3,2011," ",3,,,,26776,2475.2,95.9,1813.8,35.9,529.6,0,14.8,0,1073.3,361.8,365.7,11.6,1.4,0,59.2,19.9,20.2,0.6,0.1,,,,,,
3,2012," ",3,,,,27060,2462.8,89.9,1806.7,31.6,534.6,0,15,0,1012.8,381.5,403.9,7.8,0.8,0,56.1,21.1,22.4,0.4,0,,,,,,
3,2013," ",3,,,,27646,2542.9,82.2,1861,24.6,575.1,0,14.9,0,1011,409.7,429.8,9.8,0.8,0,54.3,22,23.1,0.5,0,,,,,,
3,2014," ",3,,,,27929,2603.3,85.1,1902.7,29.2,586.4,0,14.7,0,936.1,393.6,557.5,7.4,8.1,0,49.2,20.7,29.3,0.4,0.4,0,33,38,29,0,0
3,2015," ",3,,,,28041,2568.2,79.7,1866.2,35.4,586.9,0,15,0,937.5,382.1,540,6.5,0,0,50.2,20.5,28.9,0.3,0,,,,,,
3,2016," ",3,,,,28067,2529.2,87.3,1808.8,47.5,500.8,84.9,15.5,0,962.3,355.9,487.3,1.7,1.7,0,53.2,19.7,26.9,0.1,0.1,,,,,,
3,2017," ",3,,,,24073,2218.9,86.5,1573.9,58.1,499.2,1,15.3,0,850.1,319.1,404.7,0,0,0,54,20.3,25.7,0,0,,,,,,
3,2006," ",4,,,,31932,3181.3,137.8,2331.1,47.8,664.6,0,13.7,0,1510.8,451.2,353.1,14.3,1.7,0,64.8,19.4,15.1,0.6,0.1,,,,,,
3,2007," ",4,,,,29866,2941.6,114.6,2180.2,33.2,613.6,0,13.7,0,1433,427.8,306,12.4,1,0,65.7,19.6,14,0.6,0,,,,,,
3,2008," ",4,,,,35292,3548.5,134,2546.3,33,835.1,0,13.9,0,1758.7,449.6,334.8,1.2,2.1,0,69.1,17.7,13.1,0,0.1,,,,,,
3,2009," ",4,,,,35704,3661.4,126.1,2654,42.6,838,0.8,13.5,0,1813.8,465.8,349.7,7.2,17.5,0,68.3,17.5,13.2,0.3,0.7,,,,,,
3,2010," ",4,,,,35609,3619.8,128.5,2608,36.1,846.1,1,13.7,0,1776.3,465,339.3,9,18.4,0,68.1,17.8,13,0.3,0.7,,,,,,
3,2011," ",4,,,,36060,3537.6,134.2,2509.2,29.4,864.7,0,14.4,0,1584.2,507.2,388.3,8,21.6,0,63.1,20.2,15.5,0.3,0.9,,,,,,
3,2012," ",4,,,,36151,3413.3,124.3,2432.9,26.8,829.3,0,14.9,0,1489.8,505.4,407.7,5,25.1,0,61.2,20.8,16.8,0.2,1,,,,,,
3,2013," ",4,,,,36616,3372.1,120.4,2422.1,17.6,812,0,15.1,0,1427.7,533.5,423.5,5.9,31.7,0,58.9,22,17.5,0.2,1.3,,,,,,
3,2014," ",4,,,,36854,3404.5,121.5,2443.1,22.9,817.1,0,15.1,0,1269.4,528.4,605.9,2.1,37.3,0,52,21.6,24.8,0.1,1.5,0,33,38,29,0,0
3,2015," ",4,,,,37214,3391.6,110.6,2444.6,9,821.5,6,15.2,0,1270.8,540.4,592.6,2.1,38.7,0,52,22.1,24.2,0.1,1.6,,,,,,
3,2016," ",4,,,,36761,3379.8,103.4,2430.8,8.7,834.9,2,15.1,0,1260.7,544.8,583.4,3.1,38.9,0,51.9,22.4,24,0.1,1.6,,,,,,
3,2017," ",4,,,,35741,3324.1,102.7,2370.5,36,811.9,2.9,15.1,0,1286,527.7,549.9,3.1,3.9,0,54.3,22.3,23.2,0.1,0.2,,,,,,
3,2006," ",5,,,,16226,1545.4,74.4,1125,16.1,330,0,14.4,0,771.8,185.7,162.6,5,0,0,68.6,16.5,14.5,0.4,0,,,,,,
3,2007," ",5,,,,16116,1532,73.5,1129.5,11.5,317.5,0,14.3,0,779.3,186.8,158.4,5,0,0,69,16.5,14,0.4,0,,,,,,
3,2008," ",5,,,,16192,1556.4,65.3,1144.2,12.2,334.8,0,14.2,0,809.8,181.4,149.9,3,0,0,70.8,15.9,13.1,0.3,0,,,,,,
3,2009," ",5,,,,16357,1598.9,71,1166.5,13.7,347.6,0,14,0,834.1,186,143.3,3,0,0,71.5,15.9,12.3,0.3,0,,,,,,
3,2010," ",5,,,,16413,1579.9,66.9,1150.1,17.6,337.6,7.6,14.3,0,826.1,172.8,147.7,3.5,0,0,71.8,15,12.8,0.3,0,,,,,,
3,2011," ",5,,,,16718,1549,71,1130.5,12.5,328.3,6.7,14.8,0,709.8,234.2,182.5,3,1,0,62.8,20.7,16.1,0.3,0.1,,,,,,
3,2012," ",5,,,,16776,1499,57.6,1091.4,7.7,342.4,0,15.4,0,666.7,232.8,189.2,2,0.6,0,61.1,21.3,17.3,0.2,0.1,,,,,,
3,2013," ",5,,,,16865,1489.9,54.4,1081.9,5,348.5,0,15.6,0,659.1,231.4,187.5,2,2,0,60.9,21.4,17.3,0.2,0.2,,,,,,
3,2014," ",5,,,,16964,1526.5,51.3,1109.6,9,356.6,0,15.3,0,613.9,230.8,264.9,0,0,0,55.3,20.8,23.9,0,0,0,33,38,29,0,0
3,2015," ",5,,,,16805,1529.3,48.2,1108.5,19.2,352.5,0.8,15.2,0,604.3,238.7,264.2,0,1.3,0,54.5,21.5,23.8,0,0.1,,,,,,
3,2016," ",5,,,,16753,1517.6,45.2,1105.5,9.4,357.4,0,15.2,0,613.8,235.3,247.3,0,9,0,55.5,21.3,22.4,0,0.8,,,,,,
3,2017," ",5,,,,15243,1400.3,39.8,995.9,23.7,340.8,0,15.3,0,572.4,212.2,209.3,0,2,0,57.5,21.3,21,0,0.2,,,,,,
3,2006," ",6,,,,26432,2363.8,119.4,1790.9,10.5,443,0,14.8,0,1256.9,265.1,261.8,7.1,0,0,70.2,14.8,14.6,0.4,0,,,,,,
3,2007," ",6,,,,26139,2418.2,115.2,1818.2,14.5,470.2,0,14.4,0,1261.3,291.8,259.1,5.1,1,0,69.4,16,14.2,0.3,0.1,,,,,,
3,2008," ",6,,,,29634,2676,117.5,2090.6,11.5,455.4,1,14.2,0,1464.2,350.1,271.1,5.2,0,0,70,16.7,13,0.2,0,,,,,,
3,2009," ",6,,,,29626,2800.9,120.1,2098.5,8.9,573.4,0,14.1,0,1398.8,409.9,282.8,6,1,0,66.7,19.5,13.5,0.3,0,,,,,,
3,2010," ",6,,,,29941,2820.7,118.2,2094.1,4.9,603.5,0,14.3,0,1358.8,437.2,291,6.1,1,0,64.9,20.9,13.9,0.3,0,,,,,,
3,2011," ",6,,,,30121,2752.4,99.2,2046.1,3.5,603.6,0,14.7,0,1252.8,464.5,321,6.8,1,0,61.2,22.7,15.7,0.3,0,,,,,,
3,2012," ",6,,,,30639,2727.9,94.8,2014,6,613.1,0,15.2,0,1210.2,475.3,320.6,7.8,0.2,0,60.1,23.6,15.9,0.4,0,,,,,,
3,2013," ",6,,,,31428,2770,97.8,2051.8,1.1,619.2,0,15.3,0,1179.5,505.8,359.7,6.8,0,0,57.5,24.7,17.5,0.3,0,,,,,,
3,2014," ",6,,,,31974,2861.8,94.5,2118.2,5.4,643.7,0,15.1,0,1153.4,485.3,475.4,4,0,0,54.5,22.9,22.4,0.2,0,0,33,38,29,0,0
3,2015," ",6,,,,32461,2922.2,85.4,2171.5,1.2,664.1,0,14.9,0,1130.4,526.9,510.2,4,0,0,52.1,24.3,23.5,0.2,0,,,,,,
3,2016," ",6,,,,32251,2914.6,86,2159,1.9,665.9,1.8,14.9,0,1124.7,522.2,508.1,3,1,0,52.1,24.2,23.5,0.1,0,,,,,,
3,2017," ",6,,,,31865,2838.8,80.5,2101.6,3.8,651.9,1,15.2,0,1084.3,515.7,498.6,3,0,0,51.6,24.5,23.7,0.1,0,,,,,,
3,2006," ",7,,,,35697,3437.3,200.1,2438.8,6,792.4,0,14.6,0,1542.2,462.9,427.1,6.6,0,0,63.2,19,17.5,0.3,0,,,,,,
3,2007," ",7,,,,28464,2779.7,156.4,1962,9.6,651.7,0,14.5,0,1220.5,382.6,353.8,5,0,0,62.2,19.5,18,0.3,0,,,,,,
3,2008," ",7,,,,35155,3388.5,167,2398,9.2,814.4,0,14.7,0,1487.3,503.8,401.2,5.6,0,0,62,21,16.7,0.2,0,,,,,,
3,2009," ",7,,,,35112,3454.6,170.7,2452.5,11.4,820,0,14.3,0,1384.7,664.7,396.1,7,0,0,56.5,27.1,16.1,0.3,0,,,,,,
3,2010," ",7,,,,35183,3425.4,160.4,2430.8,10,824.1,0,14.5,0,1342.3,675.3,402.4,6,4.9,0,55.2,27.8,16.6,0.2,0.2,,,,,,
3,2011," ",7,,,,35702,3321.4,150.4,2347.3,12.3,810.4,1,15.2,0,1234.7,661.3,445.5,5,0.8,0,52.6,28.2,19,0.2,0,,,,,,
3,2012," ",7,,,,36294,3275.1,149.7,2325.3,7.2,792.8,0,15.6,0,1183.2,691.8,443.2,5.4,1.8,0,50.9,29.8,19.1,0.2,0.1,,,,,,
3,2013," ",7,,,,36787,3353.4,150.1,2389.9,5.9,807.4,0,15.4,0,1197.2,726.4,459.9,4.6,1.8,0,50.1,30.4,19.2,0.2,0.1,,,,,,
3,2014," ",7,,,,37062,3400,146.3,2436.9,8.3,802.4,6,15.2,0,1139.1,692.5,599.5,4.1,1.6,0,46.7,28.4,24.6,0.2,0.1,0,33,38,29,0,0
3,2015," ",7,,,,37738,3405,140.1,2449,11.2,794.7,10,15.4,0,1122.3,726.6,591.5,2,6.6,0,45.8,29.7,24.2,0.1,0.3,,,,,,
3,2016," ",7,,,,37822,3383.9,141,2430.1,11.4,788.4,13,15.6,0,1142,708.9,572.8,1,5.4,0,47,29.2,23.6,0,0.2,,,,,,
3,2017," ",7,,,,37323,3309.1,135.1,2370.1,10.5,783.4,10,15.7,0,1115.3,698.9,554.3,0,1.7,0,47.1,29.5,23.4,0,0.1,,,,,,
3,2006," ",8,,,,9065,801.8,41.9,599.3,0,160.7,0,15.1,0,382.6,94.1,121.3,1.3,0,0,63.8,15.7,20.2,0.2,0,,,,,,
3,2007," ",8,,,,9135,817,41.2,610.8,0.5,164.5,0,15,0,389,98.8,120.7,2.3,0,0,63.7,16.2,19.8,0.4,0,,,,,,
3,2008," ",8,,,,9055,835.8,40.2,621,0,174.7,0,14.6,0,393.8,116.5,110.6,0,0,0,63.4,18.8,17.8,0,0,,,,,,
3,2009," ",8,,,,9136,848.1,33.8,621.8,1.5,191,0,14.7,0,395.1,119.1,106.2,1.5,0,0,63.5,19.1,17.1,0.2,0,,,,,,
3,2010," ",8,,,,9263,848.6,36.8,624.5,1,186.2,0,14.8,0,394.4,120.5,106.7,1.5,1.4,0,63.2,19.3,17.1,0.2,0.2,,,,,,
3,2011," ",8,,,,9269,811.1,41.3,587.5,1.4,180.8,0,15.8,0,345.1,129.1,112.9,0,0.4,0,58.7,22,19.2,0,0.1,,,,,,
3,2012," ",8,,,,9614,822.9,36.7,599.8,2.7,183.6,0,16,0,356.5,130.6,112.3,0,0.4,0,59.4,21.8,18.7,0,0.1,,,,,,
3,2013," ",8,,,,9684,817,35.4,597.8,0.2,183.7,0,16.2,0,339.3,141.2,117,0,0.4,0,56.8,23.6,19.6,0,0.1,,,,,,
3,2014," ",8,,,,9929,839.2,32.6,620.1,0,186.5,0,16,0,288.7,164.6,166.4,0,0.4,0,46.6,26.5,26.8,0,0.1,0,33,38,29,0,0
3,2015," ",8,,,,10092,841,28.7,612.4,0.5,199.4,0,16.5,0,284.8,164.9,162.3,0,0.4,0,46.5,26.9,26.5,0,0.1,,,,,,
3,2016," ",8,,,,10238,870.5,30.7,641.1,0,198.7,0,16,0,303.1,178.2,159.5,0,0.4,0,47.3,27.8,24.9,0,0.1,,,,,,
3,2017," ",8,,,,10031,858.1,27.9,622,2.2,206,0,16.1,0,286,176.4,158.6,0,0.9,0,46,28.4,25.5,0,0.2,,,,,,
3,2006," ",9,,,,23017,2143.2,73.6,1618.7,10,440.9,0,14.2,0,1111.9,251.7,247.1,8,0,0,68.7,15.6,15.3,0.5,0,,,,,,
3,2007," ",9,,,,23015,2142.2,80.2,1607.5,12.5,442,0,14.3,0,1113.3,239.7,246.4,6,2,0,69.3,14.9,15.3,0.4,0.1,,,,,,
3,2008," ",9,,,,26551,2233.2,91.2,1638.7,11.2,492.1,0,16.2,0,1130,278.9,226.7,3,0,0,69,17,13.8,0.2,0,,,,,,
3,2009," ",9,,,,26465,2467,98.3,1863.4,11.5,493.7,0,14.2,0,1269.6,324.9,261.9,4,3,0,68.1,17.4,14.1,0.2,0.2,,,,,,
3,2010," ",9,,,,25341,2325.1,90.8,1725.3,8.3,499.1,1.6,14.7,0,1145.2,339.4,233.9,2,4.8,0,66.4,19.7,13.6,0.1,0.3,,,,,,
3,2011," ",9,,,,25548,2280.2,88.3,1683.9,6.1,497,4.9,15.2,0,1082,305.1,291.9,2,2.8,0,64.3,18.1,17.3,0.1,0.2,,,,,,
3,2012," ",9,,,,26778,2364.6,97.1,1762.4,5.5,496.8,2.9,15.2,0,1116.8,330.7,311.1,1,2.8,0,63.4,18.8,17.7,0.1,0.2,,,,,,
3,2013," ",9,,,,27246,2453.8,96.9,1836.1,3.7,517.1,0,14.8,0,1164,358,310.6,0.9,2.7,0,63.4,19.5,16.9,0,0.1,,,,,,
3,2014," ",9,,,,27631,2453.7,94,1833.5,8.2,518,0,15.1,0,1005.4,383.3,437.6,4.5,2.8,0,54.8,20.9,23.9,0.2,0.2,0,33,38,29,0,0
3,2015," ",9,,,,28053,2491.3,92.1,1867,5.3,526.8,0,15,0,1015.2,395.2,453.8,0.6,2.2,0,54.4,21.2,24.3,0,0.1,,,,,,
3,2016," ",9,,,,28109,2488.1,86.2,1882.1,5,514.8,0,14.9,0,1036.2,402.2,441.5,0,2.2,0,55.1,21.4,23.5,0,0.1,,,,,,
3,2017," ",9,,,,27858,2446.6,81.3,1838.5,3.1,523.7,0,15.2,0,1004.5,402.8,429.1,0,2.2,0,54.6,21.9,23.3,0,0.1,,,,,,
3,2006," ",10,,,,12264,1140.5,44.2,867.6,4,224.6,0,14.1,0,586.8,154.7,126.1,0,0,0,67.6,17.8,14.5,0,0,,,,,,
3,2007," ",10,,,,12192,1167.8,38.2,892.9,1.1,235.7,0,13.7,0,609.9,154.1,128.9,0,0,0,68.3,17.3,14.4,0,0,,,,,,
3,2008," ",10,,,,18835,1783.7,59.4,1304.8,4,415.6,0,14.4,0,870.7,227.6,205.5,1,0,0,66.7,17.4,15.7,0.1,0,,,,,,
3,2009," ",10,,,,18934,1812.6,64.1,1329.5,7,412,0,14.2,0,864.5,250.7,212.4,1.9,0,0,65,18.9,16,0.1,0,,,,,,
3,2010," ",10,,,,19119,1802.4,64.7,1315,5.9,416.8,0,14.5,0,831.8,260.4,220.9,1.9,0,0,63.3,19.8,16.8,0.1,0,,,,,,
3,2011," ",10,,,,18548,1707.6,61.9,1240.8,2,402.9,0,14.9,0,742.2,282.9,212.9,2.9,0,0,59.8,22.8,17.2,0.2,0,,,,,,
3,2012," ",10,,,,18712,1649.8,44,1202.9,4,398.4,0.5,15.6,0,673.7,293.7,233.6,1.9,0,0,56,24.4,19.4,0.2,0,,,,,,
3,2013," ",10,,,,20364,1823.6,42.1,1330.5,3.7,447.3,0,15.3,0,751.6,335.9,239.4,0.9,2.7,0,56.5,25.2,18,0.1,0.2,,,,,,
3,2014," ",10,,,,19481,1730.9,36.1,1261.4,2.8,430.6,0,15.4,0,641.4,278.4,337.5,0.9,3.2,0,50.9,22.1,26.8,0.1,0.3,0,33,38,29,0,0
3,2015," ",10,,,,20952,1723.3,37.1,1269.4,2.3,414.5,0,16.5,0,623.5,310.1,332.3,0.9,2.7,0,49.1,24.4,26.2,0.1,0.2,,,,,,
3,2016," ",10,,,,21023,1704.1,34,1262.7,1.7,404.9,0.7,16.6,0,635.1,310.8,312.6,0.9,3.4,0,50.3,24.6,24.8,0.1,0.3,,,,,,
3,2017," ",10,,,,20557,1710.5,38.7,1255.7,0.5,414.9,0.7,16.4,0,615.7,323.3,312.8,0.9,3,0,49,25.7,24.9,0.1,0.2,,,,,,
3,2006," ",11,,,,21838,1946.8,84.5,1393.3,23.6,445.2,0,15.7,0,861.8,251.1,270.5,10,0,0,61.9,18,19.4,0.7,0,,,,,,
3,2007," ",11,,,,13263,1210.4,55.5,858.6,24.4,272,0,15.4,0,539.2,172,145.4,2,0,0,62.8,20,16.9,0.2,0,,,,,,
3,2008," ",11,,,,21938,2128.1,97.7,1455.3,34.1,539.1,1.8,15.1,0,967.3,253.9,229.2,5,0,0,66.5,17.4,15.7,0.3,0,,,,,,
3,2009," ",11,,,,22090,2145,51.9,1463.8,36.1,593.1,0,15.1,0,946.9,281.3,229.2,6.3,0,0,64.7,19.2,15.7,0.4,0,,,,,,
3,2010," ",11,,,,22179,2141,61.9,1465.4,25.7,588,0,15.1,0,914.6,301.2,241.9,7.8,0,0,62.4,20.6,16.5,0.5,0,,,,,,
3,2011," ",11,,,,22435,2051.9,51.1,1420.1,21.3,558.3,1,15.8,0,794.8,360.6,260.7,4,0,0,56,25.4,18.4,0.3,0,,,,,,
3,2012," ",11,,,,22693,1983.6,56,1385.1,11.4,531.1,0,16.4,0,786.5,353.5,239.4,5.7,0,0,56.8,25.5,17.3,0.4,0,,,,,,
3,2013," ",11,,,,22896,2026.6,50.1,1431.8,12.1,532.5,0,16,0,798.2,384.1,243.5,6,0,0,55.7,26.8,17,0.4,0,,,,,,
3,2014," ",11,,,,22977,2087.3,55,1464.1,6.4,561.8,0,15.7,0,729,308.8,420.8,4.8,0.6,0,49.8,21.1,28.7,0.3,0,0,33,38,29,0,0
3,2015," ",11,,,,23138,2093.1,49.6,1462.4,13.9,528.9,38.1,15.8,0,712.1,339.5,405.4,5.4,0,0,48.7,23.2,27.7,0.4,0,,,,,,
3,2016," ",11,,,,23058,2058.8,37.1,1434.7,16.1,536.5,34.4,16.1,0,691.5,361.3,378.1,3.8,0,0,48.2,25.2,26.4,0.3,0,,,,,,
3,2017," ",11,,,,22903,2059.9,36.8,1444.5,15.7,562.9,0,15.9,0,708.1,359.8,373.8,2.8,0,0,49,24.9,25.9,0.2,0,,,,,,
3,2006," ",12,,,,13939,1366.1,65.7,992.8,9.3,298.3,0,14,0,601.6,214,171.8,5.5,0,0,60.6,21.6,17.3,0.6,0,,,,,,
3,2007," ",12,,,,14124,1396.3,63.4,1003.8,14,315.1,0,14.1,0,612.6,202,182.7,6.5,0,0,61,20.1,18.2,0.6,0,,,,,,
3,2008," ",12,,,,14272,1400.9,60.3,1011.8,8.3,320.4,0,14.1,0,617,209.4,179.9,5.6,0,0,61,20.7,17.8,0.5,0,,,,,,
3,2009," ",12,,,,14312,1431.7,50.2,1028.6,10.6,342.4,0,13.9,0,626.5,211.8,185.8,4.5,0,0,60.9,20.6,18.1,0.4,0,,,,,,
3,2010," ",12,,,,14413,1433.9,46.6,1022.9,11.1,353.3,0,14.1,0,599.1,223.2,195.1,4.5,1,0,58.6,21.8,19.1,0.4,0.1,,,,,,
3,2011," ",12,,,,14414,1380.2,48.5,976,15.3,337.5,3,14.8,0,512.6,260.4,198.9,4,0,0,52.5,26.7,20.4,0.4,0,,,,,,
3,2012," ",12,,,,14446,1413.2,52.1,992.2,17.7,348.2,3,14.6,0,526.1,262.8,199.3,4,0,0,53,26.5,20.1,0.4,0,,,,,,
3,2013," ",12,,,,14576,1433,48.2,1000.3,20.4,356.5,7.6,14.6,0,513.5,263.6,218.9,4,0.3,0,51.3,26.4,21.9,0.4,0,,,,,,
3,2014," ",12,,,,14660,1416.5,43.7,996.2,14.2,353.7,8.7,14.7,0,465,261.6,264.6,3,2,0,46.7,26.3,26.6,0.3,0.2,0,33,38,29,0,0
3,2015," ",12,,,,14812,1407.1,39.6,988.2,13.8,357.5,8,15,0,471.1,258.4,252.7,3,3,0,47.7,26.2,25.6,0.3,0.3,,,,,,
3,2016," ",12,,,,15050,1412,37.7,985.9,13.7,361.1,13.6,15.3,0,479.3,256.7,241.9,3,5,0,48.6,26,24.5,0.3,0.5,,,,,,
3,2017," ",12,,,,14492,1395.9,39.3,967,20.8,360.8,8,15,0,456.6,268.4,236.1,2,3.9,0,47.2,27.8,24.4,0.2,0.4,,,,,,
3,2006," ",13,,,,19678,1919.5,141.7,1319.8,32.4,425.7,0,14.9,0,890.1,236,193.7,0,0,0,67.4,17.9,14.7,0,0,,,,,,
3,2007," ",13,,,,4699,507.9,23.3,377.1,4,103.4,0,12.5,0,313.2,41.3,22.6,0,0,0,83.1,10.9,6,0,0,,,,,,
3,2008," ",13,,,,20109,1982.3,64.8,1345,30.2,542.2,0,15,0,898.2,271.3,174,1.1,0.5,0,66.8,20.2,12.9,0.1,0,,,,,,
3,2009," ",13,,,,20489,2069.9,94.8,1408.7,26.6,539.7,0,14.5,0,945.6,290.7,171.2,1,0.2,0,67.1,20.6,12.2,0.1,0,,,,,,
3,2010," ",13,,,,20653,2097.3,96.8,1413.3,30.4,556.8,0,14.6,0,888.6,329,194.3,1,0.4,0,62.9,23.3,13.7,0.1,0,,,,,,
3,2011," ",13,,,,21069,2026.8,83.6,1375.2,24.2,543.7,0,15.3,0,810.6,358.3,205.3,1,0,0,58.9,26.1,14.9,0.1,0,,,,,,
3,2012," ",13,,,,21456,2032.1,56.3,1415.9,16.6,543.3,0,15.2,0,816.6,379.6,218.7,1,0,0,57.7,26.8,15.4,0.1,0,,,,,,
3,2013," ",13,,,,21703,1972.7,51.2,1371.9,9.2,537.4,3,15.8,0,761.6,390,219.3,1,0,0,55.5,28.4,16,0.1,0,,,,,,
3,2014," ",13,,,,21942,1978.4,51.5,1383.4,9.3,534.2,0,15.9,0,712.5,327.1,342.8,1,0,0,51.5,23.6,24.8,0.1,0,0,33,38,29,0,0
3,2015," ",13,,,,22245,1981.9,48.9,1392.8,6.4,533.8,0,16,0,687.3,375.8,329,0.8,0,0,49.3,27,23.6,0.1,0,,,,,,
3,2016," ",13,,,,22158,1987.5,50.2,1392.7,6,538.6,0,15.9,0,710.2,381.5,300.1,0.8,0,0,51,27.4,21.6,0.1,0,,,,,,
3,2017," ",13,,,,22042,1990.9,49.8,1399.3,3,538.8,0,15.8,0,725.9,380,292.7,0.8,0,0,51.9,27.2,20.9,0.1,0,,,,,,
3,2006," ",14,,,,6515,523,16.2,389.2,1.5,116.1,0,16.7,0,256,65,68.2,0,0,0,65.8,16.7,17.5,0,0,,,,,,
3,2007," ",14,,,,6529,547.2,16.2,403.3,0,127.7,0,16.2,0,251,75.3,77,0,0,0,62.2,18.7,19.1,0,0,,,,,,
3,2008," ",14,,,,9249,906.7,45,653.8,0.8,207.2,0,14.1,0,424.5,125.1,104.2,0,0,0,64.9,19.1,15.9,0,0,,,,,,
3,2009," ",14,,,,9327,931.9,38.3,669.5,1.2,222.9,0,13.9,0,432.1,124.3,112.1,1,0,0,64.5,18.6,16.7,0.1,0,,,,,,
3,2010," ",14,,,,9323,915.2,35,655.7,0.6,223.9,0,14.2,0,420.1,128.3,106.2,1,0,0,64.1,19.6,16.2,0.2,0,,,,,,
3,2011," ",14,,,,9470,891.4,35.9,640.9,2.6,212,0,14.8,0,384.1,146,110.8,0,0,0,59.9,22.8,17.3,0,0,,,,,,
3,2012," ",14,,,,9713,887.7,39.1,638.6,3.3,205.7,1,15.2,0,377.1,155.2,105.3,0,1.1,0,59,24.3,16.5,0,0.2,,,,,,
3,2013," ",14,,,,10052,858.5,33.3,612.1,3.2,207.9,2,16.4,0,332.1,162.2,117.8,0,0,0,54.3,26.5,19.2,0,0,,,,,,
3,2014," ",14,,,,10350,878.6,32.5,626.9,2.1,214.2,3,16.5,0,301.1,175.8,150,0,0,0,48,28,23.9,0,0,0,33,38,29,0,0
3,2015," ",14,,,,10716,877,29.1,627.8,0.6,216.5,3,17.1,0,304.3,175.8,147.7,0,0,0,48.5,28,23.5,0,0,,,,,,
3,2016," ",14,,,,10677,891.2,36.8,627.9,0.5,223,3,17,0,303.9,181.4,141.7,0,1,0,48.4,28.9,22.6,0,0.2,,,,,,
3,2017," ",14,,,,10583,897.6,32,640.6,0,222,3,16.5,0,327,181.4,131.2,0,1,0,51,28.3,20.5,0,0.2,,,,,,
3,2006," ",15,,,,7487,713.4,21.9,542.9,0.6,147.9,0,13.8,0,353.2,74.1,110.6,5,0,0,65.1,13.6,20.4,0.9,0,,,,,,
3,2007," ",15,,,,7467,726.4,19.9,543.8,1.7,161.1,0,13.7,0,346.2,82,111.6,4,0,0,63.7,15.1,20.5,0.7,0,,,,,,
3,2008," ",15,,,,7518,733,26,540.6,2.3,164.2,0,13.9,0,352.9,80.3,104.5,3,0,0,65.3,14.8,19.3,0.6,0,,,,,,
3,2009," ",15,,,,7367,740.1,26.1,541.5,2.1,170.5,0,13.6,0,365.7,73.8,100,2.1,0,0,67.5,13.6,18.5,0.4,0,,,,,,
3,2010," ",15,,,,7538,750.4,24,549.3,1.4,175.7,0,13.7,0,355.5,82.9,106.1,4.9,0,0,64.7,15.1,19.3,0.9,0,,,,,,
3,2011," ",15,,,,7562,724.8,28.4,521.6,0.8,174,0.1,14.5,0,321.4,90.7,109.1,0,0.4,0,61.6,17.4,20.9,0,0.1,,,,,,
3,2012," ",15,,,,7595,716.9,26.8,517,0,173.1,0,14.7,0,315.6,88.9,112.5,0,0,0,61.1,17.2,21.8,0,0,,,,,,
3,2013," ",15,,,,7841,714.3,27.8,521.6,0.5,164.4,0,15,0,322.8,90.4,108.5,0,0,0,61.9,17.3,20.8,0,0,,,,,,
3,2014," ",15,,,,7946,728.5,27.8,538.4,0.2,162.2,0,14.8,0,280.6,120,137.8,0,0,0,52.1,22.3,25.6,0,0,0,33,38,29,0,0
3,2015," ",15,,,,8087,718.5,25.6,529.6,0.6,162.6,0,15.3,0,271.4,118,139.2,0,1,0,51.2,22.3,26.3,0,0.2,,,,,,
3,2016," ",15,,,,8018,721.6,21.4,532.8,0,167.4,0,15,0,277,115.1,140.7,0,0,0,52,21.6,26.4,0,0,,,,,,
3,2017," ",15,,,,7920,715.7,20.7,530,0,165,0,14.9,0,273.7,118.3,138,0,0,0,51.6,22.3,26,0,0,,,,,,
3,2006," ",16,,,,12794,1097.4,42.4,831.9,0,223.2,0,15.4,0,528.2,122.6,180.1,1,0,0,63.5,14.7,21.6,0.1,0,,,,,,
3,2007," ",16,,,,10395,935.8,35.3,705.9,0.2,194.4,0,14.7,0,462.1,107.2,135.5,1,0,0,65.5,15.2,19.2,0.1,0,,,,,,
3,2008," ",16,,,,16408,1478,49.6,1125.4,3,300.1,0,14.6,0,724.5,184.8,214,2.1,0,0,64.4,16.4,19,0.2,0,,,,,,
