"owis","site"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08CX","http://www.bsderoerganger.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08CY","http://www.cbs-de-broekhof.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DE","http://www.dekleinebeer.net"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DF","http://www.obsdehuifkar.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DH","http://www.stedeke.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DI","http://www.despringplankobs.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DJ","http://www.lindeoudgastel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DM","http://www.obs-schrijverke.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DV","http://www.expeditie247.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DX","http://marijkeschool.ogperspecto.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08DZ","http://www.obsdetriolier.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EA","http://www.obswiene.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EC","http://www.dezomergaard.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ED","http://www.obsvinkenbuurt.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EE","http://www.villavlinderhof.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EM","http://www.deuitkijck.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EN","http://www.kruisrak.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EO","http://www.dolfijn.wereldkidz.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EU","http://www.dekrommedraai.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EV","http://www.obsharlekijn.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EW","http://www.obs-de-octopus.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EY","http://www.obsdeesdoorn.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08EZ","http://www.obsjemmens.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FA","http://www.deklimtorendrempt.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FE","http://www.vinkenbaan.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FF","http://www.koningin-emmaschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FG","http://www.obsdeschatkistherwijnen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FQ","http://www.steijaertschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FS","http://www.scholengroepholland.nl/#/keijzerschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FU","http://www.harlekijn.akkoord-po.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FW","http://www.de9wieken.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08FX","http://www.gearhing.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08GE","http://www.obsdegrotebeer.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08GF","http://www.pr-ireneschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08GH","http://www.annefrankschool.wereldkidz.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08GK","http://www.obsdntuun.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08GQ","http://www.amerikaschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08GW","http://www.obsdepopulier.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08GX","http://www.obsjongleren.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08GZ","http://www.hetkompas-opende.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08HA","http://www.2master.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08HD","http://www.ojbs-delichtstraat.com"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08HK","http://www.obsdenboogerd.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08HM","http://www.obsdeboogerd.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08HN","http://www.obs-molenland.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08HP","http://www.keesvalkenstein.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08HQ","http://www.theothijssen.obase.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IB","http://www.togtemaarschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IC","http://www.westerschool.net"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IE","http://www.obsdetuimelaar.org"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IF","http://www.obshetkompas.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IH","http://www.gdterwee.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IN","http://www.deschakelouderkerk.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IR","http://www.obsdeuilenbrink.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IS","http://www.obsdeuitkijktoren.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IT","http://www.de-tandem.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IU","http://www.basisschooldemammoet.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IV","http://www.olliebbommel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08IW","http://www.overhael.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JC","http://www.nhsrehoboth.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JE","http://www.obsdemijlpaal.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JF","http://www.rehobothschool-ridderkerk.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JH","http://www.gbsdeparel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JL","http://www.sggkrimpen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JM","http://www.VCPON.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JO","http://www.kbslunetten.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JP","http://www.cbsdezevensprong.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JT","http://www.bsdewisselaar.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JV","http://www.basisschoolmenorah.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JW","http://dekameleon.ogperspecto.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JY","http://www.lindenhage.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08JZ","http://www.mariamontessori.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KA","http://www.degoudakker.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KC","http://www.sthenricus.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KE","http://www.ludgerus-zwolle.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KF","http://www.bsdesteiger.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KH","http://www.t-startblok.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KI","http://www.bukehof.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KJ","http://www.haskerfjild-meilan.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KK","http://www.ksu-johannes.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KO","http://www.guidodebres.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KP","http://www.warinschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KQ","http://www.bsleeve.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KR","http://www.de-ark.net"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KT","http://www.bssterrenrijk.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KU","http://www.dezonnesteen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KV","http://www.ichtushoorn.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08KX","http://www.bredeschoolheuvelrijk.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LC","http://www.bbsdevuurvogel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LE","http://www.cbsichthuszeist.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LH","http://www.zeggewijzer.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LJ","http://www.bsdeopstap.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LL","http://www.iemnschelf.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LP","http://www.isendoorn.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LQ","http://www.deleilinde.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LR","http://www.beatrixschoolgoes.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LS","http://www.horizonprinsenbeek.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LV","http://www.kbsdeverrekijker.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08LY","http://www.deleeuwenkuil.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MB","http://www.wittestad.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MD","http://www.lambertusswalmen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MF","http://www.bsfonkel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MJ","http://www.detoren1.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MK","http://www.krokodaris.one"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MN","http://www.bs-freedeweg.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MO","http://www.egbertusvianen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MQ","http://www.jozefholthees.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MR","http://www.odrada.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MV","http://www.kctven.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MW","http://www.bssteltloper.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MX","http://www.dalton-drieluik.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08MY","http://www.werenfridus-wervershoof.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NA","http://heidepoort.ogperspecto.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NB","http://kcdebolster.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NC","http://www.petrushv.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ND","http://www.gerardusmajella-cabauw.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NF","http://www.nldata.nl/djwereld"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NH","http://www.basisschoolderegenboog.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NI","http://www.lusthofschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NJ","http://www.antoniusbest.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NL","http://www.wegwijzereemnes.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NO","http://www.bsdewissel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NP","http://www.dekerkuil.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NU","http://www.bms-school.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NV","http://www.polhaar.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NW","http://www.cbshetgaljoen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NX","http://www.erve-hooyerinck.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08NZ","http://www.bsdestappen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08OD","http://www.reinbogeburgum.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08OF","http://www.cbshetkompas.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08OJ","http://www.palet.kerobei.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08OK","http://www.kempel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08OM","http://www.jozefschooldegoorn.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ON","http://www.bs-kameleon.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08OQ","http://www.idenburgschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08OS","http://www.mussenberg.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08OU","http://www,matzer.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PB","http://www.destappenkpo.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PE","http://www.regenboogkortenhoef.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PF","http://www.cbsdebrondekrim.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PH","http://reinboge.noventa.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PI","http://www.pcbsdeskeakel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PJ","http://www.anspach.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PK","http://www.heilighartmussel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PM","http://www.st-antoniusschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PP","http://www.cbsdeschutkampen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PQ","http://www.elimschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PR","http://www.johanfrisoschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PS","http://www.symbion-vo.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PV","http://www.tabijn.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PW","http://www.basisschoolbeers.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08PY","http://www.stservatius.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QB","http://www.nldata.nl/grotebeer"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QG","http://www.onzebouwsteen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QH","http://www.bosenduin.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QM","http://www.tkompas.net"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QN","http://www.basisschool-oirsbeek.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QO","http://www.pieter-bs.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QP","http://www.bs-st-willibrordus.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QS","http://www.kcde-eik.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QU","http://www.bsdedoorkijk.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QW","http://www.basisschoolputh.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QX","http://www.dewaterloop.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08QY","http://www.kompashoek.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08RC","http://www.morgenster-sleeuwijk.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08RL","http://www.cbsgroen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08RM","http://www.dehoeksteencbs.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08RN","http://www.alphonsus.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08RO","http://www.degeldershof.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08RP","http://www.dekameleondriel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08RQ","http://www.gbs-smaragd.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08RU","http://www.willibrordusschool-alphen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SE","http://www.vrijeschool-alphen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SG","http://www.heemgaard.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SL","http://www.klimoprijkevoort.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SP","http://www.regenboogschiedam.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SQ","http://www.rehobothschoolloosdrecht.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SR","http://www.sbomozaiek.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ST","http://www.pietbakkerschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SV","http://www.klister.pentaprimair.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SW","http://www.obs-verkruisen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SX","http://www.teundejager.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08SY","http://www.obsvdheijden.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TE","http://www.pwabeekenstein.pcboamersfoort.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TI","http://www.obsdenbeemd.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TJ","http://www.reggewinde.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TK","http://www.de2master.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TL","http://www.margrietschoolsmilde.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TM","http://www.bloemcampschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TN","http://www.widerode.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TO","http://www.hannieschaftschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08TV","http://www.paletdinther.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UA","http://www.obs-de-boomgaard.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UC","http://www.kcdynamiek.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UJ","http://www.oegh.vcbokollumerland.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UN","http://www.cbsdewindroos.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UO","http://www.devlinder.info"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UP","http://www.bsdewindroos.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08US","http://www.cbswilhelmina.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UT","http://www.mecklenburgvco.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UU","http://www.twijn-alblasserdam.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UV","http://www.focus-heerhugowaard.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UW","http://www.schoolprinshendrik.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UX","http://www.mauricerose.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08UY","http://www.cbsonzewereld.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VA","http://www.openluchtschool2.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VC","http://www.debrummelbos-skod.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VE","http://www.janligthart.com"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VG","http://www.dekringdriebergen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VH","http://www.gbsdebron.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VK","http://www.pwabasisschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VL","http://www.dekamperschouw.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VM","http://www.marnixschool.net"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VO","http://www.halverwege.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VQ","http://www.farmsumerborg.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VR","http://www.dezonnewijzer.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VS","http://www.gbsrisaeusschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VT","http://www.dewegwijzerelst.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VU","http://www.dewillem.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VV","http://www.bomansschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VY","http://www.kompasleusden.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08VZ","http://www.oranjenassaugeldermalsen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WB","http://www.duif-tabijn.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WC","http://www.fontein-dordrecht.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WD","http://www.deganzebloem.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WF","http://www.jldejonge.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WG","http://www.demeeander.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WH","http://www.kardinaalalfrinkschool-skovv.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WK","http://www.debeiaard.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WM","http://www.cbsdeklimoprijsoord.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WQ","http://www.bs-christoffel.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WR","http://www.delageweide.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WS","http://www.oranjeschoolkatwijk.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WT","http://www.un1ek.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WV","http://www.ebenhaezer-ijsselmuiden.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WW","http://www.jacintaschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WY","http://www.biezenhof.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08WZ","http://www.brukelum.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XB","http://www.cbsoranje-nassau.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XC","http://www.starrebos.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XD","http://www.kidscollegewilnis.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XG","http://www.cbskorenmaat.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XH","http://www.theresiaschool.net"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XI","http://www.rsv.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XJ","http://www.polyanderschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XL","http://www.micassen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XR","http://www.bs-willibrord.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XS","http://www.dommeldal-geldrop.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XT","http://www.howiblo.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08XV","http://www.ontdekkingdidam.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YB","http://www.depontus.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YE","http://www.hobbitstee.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YI","http://www.delinde.dse.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YK","http://www.antoniusschoolridderspoorstraat.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YM","http://www.burchtveenendaal.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YN","http://www.de-golfbreker.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YO","http://www.de-hoeksteen.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YP","http://www.deklarinet.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YR","http://www.schrank.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YS","http://www.ariensneede.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YT","http://www.demarinx.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YU","http://www.dewingerd.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YV","http://www.mariaschoolsomeren.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08YZ","http://www.peelraam.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ZB","http://www.intraweb.nl/~mariaw"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ZC","http://jozefww.skbg.nl/"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ZD","http://www.rkbstitusbrandsma.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ZE","http://www.bekkersschool.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ZG","http://www.otterke.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ZI","http://www.donatushof.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ZK","http://www.speelenwerkhoeve.nl"
"http://lod.duo.nl/rio/id/erkendeonderwijsinstelling/08ZL","http://www.bs-swentibold.nl"
